SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,GDB_FROM_DATE,GDB_TO_DATE,GDB_ARCHIVE_OID,OBJECTID
25-00000459,2918 P STREET SE,WASHINGTON,DC,20020.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735772187000,1735830906000.0,1736376987000,1735772187000,,,,Closed,,Standard,,Ward 7,403012.48,133825.58000000002,38.87225187,-76.96528505,43193,,{2AAE0B26-70D0-51C3-E063-782F520A7E22},,,1735790626000,253402300799000,4419519,11865997
25-00000460,20 5TH STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735772222000,1737818457000.0,1736485140000,1735772222000,,,,Closed,,Standard,,Ward 6,400020.85000000003,135856.3,38.89055021,-76.99975967,53247,,{2AAE0B26-70D1-51C3-E063-782F520A7E22},,,1735790626000,253402300799000,4419520,11865998
25-00000461,2103 17TH STREET NW,WASHINGTON,DC,20009.0,COMPOST,"Lost/Stolen Compost Bin, Broken Compost Bin or Opt-Out of Curbside Composting Pilot Program",,DPW,1,1735772247000,,1737673047000,1735772247000,,,,Open,,Standard,,Ward 1,396688.51,138936.17,38.91828886,-77.03818529,241817,,{2AAE0B26-70D2-51C3-E063-782F520A7E22},,,1735790626000,253402300799000,4419521,11865999
25-00000466,1514 TUBMAN ROAD SE,WASHINGTON,DC,20020.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735773054000,1736546543000.0,1736485140000,1735773054000,,,,Closed,,Standard,,Ward 8,401577.57,131187.07,38.84848681,-76.98182659,304611,,{2AAE40C2-CE30-1ECD-E063-782F520AE00F},,,1735791524000,253402300799000,4419525,11866003
25-00000462,1418 44TH STREET NW,WASHINGTON,DC,20007.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735772504000,1736861797000.0,1736571540000,1735772504000,,,,Closed,,Standard,,Ward 3,392999.31,137796.53,38.90800062,-77.08071437,270957,,{2AAE40C2-CE2D-1ECD-E063-782F520AE00F},,,1735791524000,253402300799000,4419522,11866000
25-00000463,1419 MERIDIAN PLACE NW,WASHINGTON,DC,20010.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735772643000,1735828296000.0,1736377443000,1735772643000,,,,Closed,,Standard,,Ward 1,397092.02,140645.75,38.93369072,-77.0335396,234615,,{2AAE40C2-CE2E-1ECD-E063-782F520AE00F},,,1735791524000,253402300799000,4419523,11866001
25-00000465,2438 2ND STREET NE,WASHINGTON,DC,20002.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735772870000,1736351846000.0,1736377670000,1735772870000,,,,Closed,,Standard,,Ward 5,399677.12,139372.65,38.92222699,-77.00372338,47009,,{2AAE40C2-CE2F-1ECD-E063-782F520AE00F},,,1735791524000,253402300799000,4419524,11866002
25-00000467,401 P STREET NW,WASHINGTON,DC,20001.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735773361000,1735824786000.0,1737501361000,1735773361000,,,,Closed,,Standard,,Ward 2,398550.48,137996.75,38.90983129,-77.01671265,237418,,{2AAE7660-64BD-17FA-E063-792F520A1759},,,1735792421000,253402300799000,4419526,11865758
25-00000468,2013 4TH STREET NW,WASHINGTON,DC,20001.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735773387000,1736777172000.0,1736830740000,1735773387000,,,,Closed,,Standard,,Ward 1,398488.45,138871.97,38.91771546,-77.01742977,229649,,{2AAE7660-64BE-17FA-E063-792F520A1759},,,1735792421000,253402300799000,4419527,11865759
25-00000469,325 SHEPHERD STREET NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735773689000,1736781395000.0,1736830740000,1735773689000,,,,Closed,,Standard,,Ward 4,398558.0,141364.49,38.94016897,-77.01663302,244200,,{2AAE7660-64BF-17FA-E063-792F520A1759},,,1735792421000,253402300799000,4419528,11865760
25-00000470,3436 EADS STREET NE,WASHINGTON,DC,20019.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735773907000,1737652567000.0,1736398740000,1735773907000,,,,Closed,,Standard,,Ward 7,403791.21,136424.72,38.89566291,-76.95629686,34494,,{2AAE7660-64C0-17FA-E063-792F520A1759},,,1735792421000,253402300799000,4419529,11865761
25-00000475,325 W STREET NE,WASHINGTON,DC,20002.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735774621000,1735828397000.0,1736379421000,1735774621000,,,,Closed,,Standard,,Ward 5,399909.77,139017.15,38.91902459,-77.00104047,37620,,{2AAEAC19-72D7-6C4A-E063-782F520ADF22},,,1735793323000,253402300799000,4419533,11866007
25-00000471,719 HAMILTON STREET NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735774161000,1736804840000.0,1736830740000,1735774161000,,,,Closed,,Standard,,Ward 4,398018.76,142813.88,38.95322443,-77.02285717,250193,,{2AAEAC19-72D4-6C4A-E063-782F520ADF22},,,1735793323000,253402300799000,4419530,11866004
25-00000472,4400 Q STREET NW,WASHINGTON,DC,20007.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735774180000,1736862407000.0,1736571540000,1735774180000,,,,Closed,,Standard,,Ward 3,392938.41000000003,138073.28,38.91049353,-77.08141936,271069,,{2AAEAC19-72D5-6C4A-E063-782F520ADF22},,,1735793323000,253402300799000,4419531,11866005
25-00000474,3200 CONNECTICUT AVENUE NW,WASHINGTON,DC,20008.0,S0406,Roadway Repair,SIOD,DDOT,1,1735774597000,,1769729797000,1735774597000,,,,In-Progress,,Standard,,Ward 3,395095.05,140451.9,38.93193525,-77.05657054,316853,,{2AAEAC19-72D6-6C4A-E063-782F520ADF22},,,1735793323000,253402300799000,4419532,11866006
25-00000476,1957 BILTMORE STREET NW,WASHINGTON,DC,20009.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735775117000,1739214068000.0,1739231940000,1735775117000,,,,Closed,,Standard,,Ward 1,395961.52,139413.42,38.92258504,-77.04657112,235273,,{2AAEE1AE-BBBD-1B0F-E063-792F520A71BF},,,1735794236000,253402300799000,4419534,11865762
25-00000477,347 OGLETHORPE STREET NE,WASHINGTON,DC,20011.0,INSECTT01,Bee Treatment and Inspection (DOH),DOH- Department Of Health,DOH,1,1735775805000,,1737590204000,1735775805000,,,,Open,,Standard,,Ward 4,399897.14,143682.82,38.9610543,-77.00118681,34248,,{2AAEE1AE-BBBE-1B0F-E063-792F520A71BF},,,1735794236000,253402300799000,4419535,11865763
25-00000481,1437 GERANIUM STREET NW,WASHINGTON,DC,20012.0,RECCONRE,Recycling Cart - Repair,SWMA- Solid Waste Management Admistration,DPW,1,1735776021000,1742575123000.0,1738281621000,1735776021000,,,,Closed,,Standard,,Ward 4,396933.46,145742.22,38.97960052,-77.03539116,256238,,{2AAF174C-7CFE-734B-E063-792F520AB3B4},,,1735795120000,253402300799000,4419536,11865764
25-00000483,3125 39TH STREET NW,WASHINGTON,DC,20016.0,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,1735776264000,,1769731464000,1735776264000,,,,In-Progress,,Standard,,Ward 3,393340.34,140239.23,38.93000824,-77.07680616,301524,,{2AAF174C-7CFF-734B-E063-792F520AB3B4},,,1735795120000,253402300799000,4419537,11865765
25-00000484,3356 18TH STREET NW,WASHINGTON,DC,20010.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735776475000,1738255830000.0,1737504475000,1735776475000,,,,Closed,,Standard,,Ward 1,396397.85000000003,140655.05000000002,38.93377192,-77.04154595,233768,,{2AAF174C-7D00-734B-E063-792F520AB3B4},,,1735795120000,253402300799000,4419538,11865766
25-00000485,3058 VISTA STREET NE,WASHINGTON,DC,20018.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735776590000,1735837909000.0,1735949390000,1735776590000,,,,Closed,,Standard,,Ward 5,403179.06,140296.14,38.93054005,-76.96333549,41180,,{2AAF174C-7D01-734B-E063-792F520AB3B4},,,1735795120000,253402300799000,4419539,11865767
25-00000486,3908 MACOMB STREET NW,WASHINGTON,DC,20016.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735776614000,1735829933000.0,1736381414000,1735776614000,,,,Closed,,Standard,,Ward 3,393282.17,140595.64,38.93321844,-77.07748053,222150,,{2AAF4D01-17B2-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419542,11866008
25-00000487,5201 5TH STREET NW,WASHINGTON,DC,20011.0,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,1735776662000,1736100807000.0,1736208662000,1735776662000,,,,Closed,,Standard,,Ward 4,398309.10000000003,142820.75,38.95328693,-77.01950759,248580,,{2AAF4D01-17B3-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419543,11866009
25-00000488,903 PERRY PLACE NE,WASHINGTON,DC,20017.0,RATREPLACECONTRS,Rat Replacement Containers,SWMA- Solid Waste Management Admistration,DPW,1,1735776725000,1743178984000.0,1736986325000,1735776725000,,,,Closed,,Standard,,Ward 5,400453.19,141034.12,38.93719397,-76.99477281,81787,,{2AAF174C-7D02-734B-E063-792F520AB3B4},,,1735795120000,253402300799000,4419540,11865768
25-00000489,1223 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735776741000,1737117589000.0,1737504741000,1735776741000,,,,Closed,,Standard,,Ward 5,398713.5,137642.98,38.90664466,-77.0148324,238304,,{2AAF174C-7D03-734B-E063-792F520AB3B4},,,1735795120000,253402300799000,4419541,11865769
25-00000490,5401 5TH STREET NW,WASHINGTON,DC,20011.0,S0406,Roadway Repair,SIOD,DDOT,1,1735776820000,,1769732019000,1735776820000,,,,In-Progress,,Standard,,Ward 4,398300.12,143069.30000000002,38.95552591,-77.01961181,248701,,{2AAF4D01-17B4-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419544,11866010
25-00000491,1325 13TH STREET NW,WASHINGTON,DC,20005.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735776870000,1736448666000.0,1737504870000,1735776870000,,,,Closed (Duplicate),,Standard,,Ward 2,397456.94,137826.44,38.90829426,-77.0293203,226569,,{2AAF4D01-17B5-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419545,11866011
25-00000492,FLORIDA AVENUE NE AND TRINIDAD AVENUE NE,WASHINGTON,DC,20002.0,SPSTDAMA,Traffic Safety Input,Department of Transportation,DDOT,1,1735776961000,1735777393000.0,1735863361000,1735776961000,,,,Closed,,Standard,,Ward 6,401091.95999897,137079.31999664,38.90156694,-76.9874114,903466,,{2AAF4D01-17B6-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419546,11866012
25-00000493,512 59TH STREET NE,WASHINGTON,DC,20019.0,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,1735777261000,1735924371000.0,1735950061000,1735777261000,,,,Closed,,Standard,,Ward 7,407229.29000000004,136488.17,38.8962126,-76.91666376,12899,,{2AAF4D01-17B7-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419547,11866013
25-00000494,1215 I STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735777498000,1737812749000.0,1736485140000,1735777498000,,,,Closed,,Standard,,Ward 6,400898.54000000004,137031.75,38.90113897,-76.98964129,71466,,{2AAF4D01-17B8-3AFB-E063-782F520A11EC},,,1735796029000,253402300799000,4419548,11866014
25-00000496,1466 CHAPIN STREET NW,WASHINGTON,DC,20009.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735777828000,1736775364000.0,1736830740000,1735777828000,,,,Closed,,Standard,,Ward 1,397034.41000000003,139272.99,38.92132428,-77.03419812,234169,,{2AAF82A1-1149-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419549,11866015
25-00000497,5103 13TH STREET NW,WASHINGTON,DC,20011.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735777935000,1739476920000.0,1739422740000,1735777935000,,,,Closed,,Standard,,Ward 4,397449.87,142697.58000000002,38.9521753,-77.02941991,252924,,{2AAF82A1-114A-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419550,11866016
25-00000498,112 54TH STREET SE,WASHINGTON,DC,20019.0,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735778173000,1735903554000.0,1735864573000,1735778173000,,,,Closed,,Standard,,Ward 7,406681.72000000003,135454.07,38.88690172,-76.92298597999999,73605,,{2AAF82A1-114B-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419551,11866017
25-00000499,1554 3RD STREET NW,WASHINGTON,DC,20001.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735778221000,1739214074000.0,1739249940000,1735778221000,,,,Closed,,Standard,,Ward 5,398660.65,138117.53,38.91091949,-77.01544265,237685,,{2AAF82A1-114C-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419552,11866018
25-00000501,315 16TH STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735778324000,1737664280000.0,1736398740000,1735778324000,,,,Closed,,Standard,,Ward 7,401562.42,136230.67,38.89392162,-76.98198966,39595,,{2AAF82A1-114D-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419553,11866019
25-00000502,1429 SHEPHERD STREET NW,WASHINGTON,DC,20011.0,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735778377000,1737112933000.0,1738283977000,1735778377000,,,,Closed,,Standard,,Ward 4,397047.45,141339.92,38.93994386,-77.03405664,259069,,{2AAF82A1-114E-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419554,11866020
25-00000503,2949 ALBEMARLE STREET NW,WASHINGTON,DC,20008.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735778415000,1736862416000.0,1736571540000,1735778415000,,,,Closed,,Standard,,Ward 3,394779.49,142303.13,38.94861018,-77.06022409,219737,,{2AAF82A1-114F-7893-E063-782F520AAEDA},,,1735796929000,253402300799000,4419555,11866021
25-00000504,1605 15TH STREET NW,WASHINGTON,DC,20009.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735778609000,1737821754000.0,1736467140000,1735778609000,,,,Closed,,Standard,,Ward 2,397026.17,138174.12,38.91142526,-77.03428838,218346,,{2AAFD7A7-5D77-581D-E063-792F520A4D1D},,,1735798548000,253402300799000,4419556,11865770
25-00000505,2949 ALBEMARLE STREET NW,WASHINGTON,DC,20008.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735778626000,1735827640000.0,1736294340000,1735778626000,,,,Canceled,,Standard,,Ward 3,394779.49,142303.13,38.94861018,-77.06022409,219737,,{2AAFD7A7-5D78-581D-E063-792F520A4D1D},,,1735798548000,253402300799000,4419557,11865771
25-00000506,1513 MASSACHUSETTS AVENUE SE,WASHINGTON,DC,20003.0,11,Dead Animal Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735778676000,1735931647000.0,1735951476000,1735778676000,,,,Closed,,Standard,,Ward 7,401466.81,135416.58000000002,38.88658816,-76.98309351,62049,,{2AAFD7A7-5D79-581D-E063-792F520A4D1D},,,1735798548000,253402300799000,4419558,11865772
25-00000507,5222 NEBRASKA AVENUE NW,WASHINGTON,DC,20015.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735778837000,1736865456000.0,1736571540000,1735778837000,,,,Closed,,Standard,,Ward 3,394006.21,143331.63,38.95787024,-77.06915367,262797,,{2AAFD7A7-5D7A-581D-E063-792F520A4D1D},,,1735798548000,253402300799000,4419559,11865773
25-00000508,1600 GAINESVILLE STREET SE,WASHINGTON,DC,20020.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735779208000,1737649273000.0,1736398740000,1735779208000,,,,Closed,,Standard,,Ward 8,401583.74,131954.28,38.85539782,-76.98175375,311571,,{2AAFD7A7-5D7B-581D-E063-792F520A4D1D},,,1735798548000,253402300799000,4419560,11865774
25-00000509,4826 10TH STREET NE,WASHINGTON,DC,20017.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735779332000,1736873208000.0,1736571540000,1735779332000,,,,Closed,,Standard,,Ward 5,400617.65,142240.6,38.94806219,-76.99287481,17021,,{2AAFD7A7-5D7C-581D-E063-792F520A4D1D},,,1735798548000,253402300799000,4419561,11865775
25-00000510,1313 SHEPHERD STREET NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735779500000,1736784430000.0,1736830740000,1735779500000,,,,Closed,,Standard,,Ward 4,397344.15,141343.26,38.93997489,-77.03063432,255332,,{2AAFEDEC-86CD-345B-E063-792F520A26F2},,,1735798726000,253402300799000,4419562,11865776
25-00000512,1663 NEWTON STREET NW,WASHINGTON,DC,20010.0,S05SL,Streetlight Repair Investigation,Transportation Operations Administration,DDOT,1,1735779993000,1735828130000.0,1736730393000,1735779993000,,,,Closed,,Standard,,Ward 1,396647.38,140717.86000000002,38.93433872,-77.03866827,234081,,{2AAFEDEC-86CE-345B-E063-792F520A26F2},,,1735798726000,253402300799000,4419563,11865777
25-00000513,626 15TH STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735780230000,1737807954000.0,1736485140000,1735780230000,,,,Closed,,Standard,,Ward 6,401396.94,136727.74,38.89839969,-76.98389617,3153,,{2AAFEDEC-86CF-345B-E063-792F520A26F2},,,1735798726000,253402300799000,4419564,11865778
25-00000514,5700 1ST STREET NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735780297000,1736799429000.0,1736830740000,1735780297000,,,,Closed,,Standard,,Ward 4,398976.85000000003,143446.46,38.95892452,-77.01180482,245702,,{2AAFEDEC-86D0-345B-E063-792F520A26F2},,,1735798726000,253402300799000,4419565,11865779
25-00000515,108 15TH STREET NE,WASHINGTON,DC,20002.0,TRACO001,Trash Cart Repair,SWMA- Solid Waste Management Admistration,DPW,1,1735780521000,1737030253000.0,1738286121000,1735780521000,,,,Closed,,Standard,,Ward 6,401400.02,135939.91,38.89130262,-76.98386227,74828,,{2AB023BF-AF36-7221-E063-782F520A06B2},,,1735799624000,253402300799000,4419566,11866022
25-00000516,108 15TH STREET NE,WASHINGTON,DC,20002.0,RECCONRE,Recycling Cart - Repair,SWMA- Solid Waste Management Admistration,DPW,1,1735780688000,1737030266000.0,1738286288000,1735780688000,,,,Closed,,Standard,,Ward 6,401400.02,135939.91,38.89130262,-76.98386227,74828,,{2AB023BF-AF37-7221-E063-782F520A06B2},,,1735799624000,253402300799000,4419567,11866023
25-00000517,333 12TH STREET NE,WASHINGTON,DC,20002.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735780850000,1739628078000.0,1739595540000,1735780850000,,,,Closed,,Standard,,Ward 6,400867.68,136303.22,38.89457614,-76.98999798,287830,,{2AB023BF-AF38-7221-E063-782F520A06B2},,,1735799624000,253402300799000,4419568,11866024
25-00000518,1300 YARDS PLACE SE,WASHINGTON,DC,20003.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735780930000,1735822294000.0,1735867330000,1735780930000,,,,Closed (Duplicate),,Standard,,Ward 8,399627.9,134042.02,38.8742064,-77.00428809,331690,,{2AB023BF-AF39-7221-E063-782F520A06B2},,,1735799624000,253402300799000,4419569,11866025
25-00000519,1300 YARDS PLACE SE,WASHINGTON,DC,20003.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735781119000,1735822294000.0,1735867519000,1735781119000,,,,Closed (Duplicate),,Standard,,Ward 8,399627.9,134042.02,38.8742064,-77.00428809,331690,,{2AB023BF-AF3A-7221-E063-782F520A06B2},,,1735799624000,253402300799000,4419570,11866026
25-00000521,560 INGRAHAM STREET NE,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735781146000,1736864854000.0,1736571540000,1735781146000,,,,Closed,,Standard,,Ward 5,400283.27,142999.15,38.95489558,-76.99673189,7704,,{2AB023BF-AF3B-7221-E063-782F520A06B2},,,1735799624000,253402300799000,4419571,11866027
25-00000523,752 HARVARD STREET NW,WASHINGTON,DC,20001.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735781509000,1736089584000.0,1735954309000,1735781509000,,,,Closed,,Standard,,Ward 1,397859.25,139883.27,38.92682427,-77.02468826,232604,,{2AB05928-AA1D-374E-E063-782F520A5ADC},,,1735800518000,253402300799000,4419572,11866028
25-00000524,700 GALLATIN STREET NW,WASHINGTON,DC,20011.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735781527000,1739476925000.0,1739422740000,1735781527000,,,,Closed,,Standard,,Ward 4,398063.25,142663.89,38.95187338,-77.02234348,250073,,{2AB05928-AA1E-374E-E063-782F520A5ADC},,,1735800518000,253402300799000,4419573,11866029
25-00000525,804 52ND STREET NE,WASHINGTON,DC,20019.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735781720000,1735849104000.0,1736386520000,1735781720000,,,,Closed,,Standard,,Ward 7,406349.19,136920.15,38.90011117,-76.92680519,79723,,{2AB05928-AA1F-374E-E063-782F520A5ADC},,,1735800518000,253402300799000,4419574,11866030
25-00000526,658 MARYLAND AVENUE NE,WASHINGTON,DC,20002.0,S04TP,Tree Planting,Urban Forrestry,DDOT,1,1735781900000,1738592348000.0,1797557900000,1735781900000,,,,Closed,,Standard,,Ward 6,400276.81,136347.14,38.89497217,-76.99680911,156389,,{2AB08F06-8842-5828-E063-792F520A4A56},,,1735801481000,253402300799000,4419575,11865780
